Normalized GPU,GPU TFLOPS,Normalized Model,Model FLOPs,Latency (ms),Average Tensor Size (MB),Max Tensor Size (MB),Number of Parameters,Speed (steps/sec),Step Time (s),GPU (temp),Model (temp),GPU/Model,Model/GPU
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.635206223,0.103786051,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.400539398,0.106376875,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.46422863,0.105661015,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.537776947,0.104846235,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.568327904,0.104511468,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.451645851,0.105801679,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.461146355,0.105695437,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.550402641,0.104707627,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,8.89410305,0.112434047,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.387571335,0.106523824,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.386547089,0.106535448,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.62958622,0.103846622,K80,Res15,0.4249134031,0.01587039183
0,4.113,0,630989589,0.3,0.052934113,0.5625,693818,9.533252716,0.104895992,K80,Res15,0.4249134031,0.01587039183
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.576661587,0.218499878,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.568742752,0.218878596,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.589184284,0.217903649,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.625036716,0.2162145,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.493106365,0.222563171,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.617976665,0.216545053,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.581987381,0.218245909,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.594210148,0.217665272,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.630461216,0.215961208,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.628634453,0.216046441,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.510657787,0.221697155,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.627150536,0.216115727,K80,Res32,0.1541709625,0.06135950261
0,4.113,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,4.616057396,0.216635088,K80,Res32,0.1541709625,0.06135950261
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.711906433,1.404678977,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.710938215,1.406591992,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.710623801,1.407214336,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.713746548,1.401057564,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.711379111,1.405720219,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.71166712,1.40515133,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.711706102,1.405074366,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.711763918,1.404960233,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.699347079,1.429905164,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.712407351,1.403691299,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.712188482,1.40412268,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.71473819,1.399113709,K80,shakebig,0,1
0,4.113,1,22864820174,0.3,0.462785686,5.0625,26204362,0.714442372,1.399693018,K80,shakebig,0,1
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.539875507,0.393720085,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.571589947,0.388864485,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.527244091,0.395687937,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.564818382,0.389891154,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.583915472,0.387009564,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.583359957,0.387092785,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.521844625,0.396535135,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.55969882,0.390670962,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.538445473,0.393941887,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.562117815,0.390302114,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.517647266,0.397196229,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.567349911,0.389506703,K80,shakesmall,0.09450426557,0.1024678338
0,4.113,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,2.566713572,0.38960327,K80,shakesmall,0.09450426557,0.1024678338
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.94680786,0.040085289,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.78038979,0.04035449,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.56657219,0.04070572,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.69081497,0.040500891,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.58264923,0.040679098,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.86561966,0.040216171,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.72988129,0.040436911,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.80110741,0.04032078,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.77297401,0.04036657,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.70463181,0.040478239,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.29464722,0.04116133,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,23.58196259,0.042405292,P100,Res15,1,0
1,9.526,0,630989589,0.3,0.052934113,0.5625,693818,24.73826981,0.040423199,P100,Res15,1,0
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,11.57896805,0.086363482,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.47019958,0.080191178,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.27346516,0.081476583,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.28455067,0.081403059,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.87725353,0.077656311,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,11.91117954,0.083954742,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,11.25314617,0.088864037,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.20932961,0.081904579,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.12560272,0.082470127,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.18453312,0.082071261,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.01950645,0.083198092,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.04952717,0.082990808,P100,Res32,0.3729412862,0.01964063748
1,9.526,0.04622268286,1658696889,0.3,0.068140837,0.5625,1857722,12.24032784,0.081697158,P100,Res32,0.3729412862,0.01964063748
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.027602196,0.49319339,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,1.95513618,0.511473324,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.050427675,0.487703132,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.041935921,0.489731333,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.030066967,0.492594587,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.038570404,0.49053984,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.032358408,0.492039197,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,1.980448008,0.504936255,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.099328041,0.476342897,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.072199345,0.482579054,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.011659622,0.497101989,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.023070812,0.494298071,P100,shakebig,0.01587039183,0.4249134031
1,9.526,1,22864820174,0.3,0.462785686,5.0625,26204362,2.030786514,0.492420052,P100,shakebig,0.01587039183,0.4249134031
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.91890192,0.144531605,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.963926315,0.143597154,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.905655384,0.144808848,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.964015007,0.143595325,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.982004642,0.143225342,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.893562317,0.14506288,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.298280716,0.158773488,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.953882694,0.143804554,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.969549179,0.143481303,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.979319096,0.143280453,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.938715935,0.144118884,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,7.001696587,0.142822527,P100,shakesmall,0.2347489802,0.03738980463
1,9.526,0.08799394029,2587431950,0.3,0.05293411255,0.5625,2926986,6.974262714,0.143384332,P100,shakesmall,0.2347489802,0.03738980463
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.686818123,0.13009284,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.651000023,0.130701869,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.645947456,0.130788239,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.618710995,0.131255799,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.503590584,0.133269531,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.523610592,0.132914907,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.276145935,0.137435396,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.696588039,0.129927702,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.583947182,0.131857458,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.61167717,0.13137709,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.637586117,0.130931421,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.672476768,0.130336009,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.01030535117,860117021,0.3,,,1063226,7.633645535,0.130999009,K80,custom1,0.3085079103,0.02601219304
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.485807419,0.154182808,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.399475098,0.156262816,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.324284077,0.158120664,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.525795937,0.153238013,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.525716305,0.153239883,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.493299961,0.154004898,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.21405077,0.160925624,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.451253414,0.155008637,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.482039452,0.154272433,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.513130665,0.153535995,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.487434387,0.154144141,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.495615959,0.153949988,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.02054172205,1087710757,0.3,,,1211194,6.515946865,0.153469637,K80,custom2,0.2414321721,0.03608610871
0,4.113,0.04099848816,1542543029,0.3,,,1451706,5.020240784,0.199193633,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.913663864,0.203514125,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.978164196,0.200877263,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.909885883,0.203670721,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.748450279,0.210595024,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.936988831,0.202552615,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.915909767,0.203421146,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.885709763,0.204678552,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.881494045,0.204855315,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.925238132,0.203035868,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.749066353,0.210567704,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.935577869,0.20261052,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.04099848816,1542543029,0.3,,,1451706,4.998350143,0.200066016,K80,custom3,0.1666881123,0.05621821792
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.442054033,0.290524202,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.455518007,0.289392212,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.445611954,0.290224208,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.344433069,0.299004339,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.448638678,0.28996949,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.432699919,0.291315881,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.451473951,0.28973129,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.433761597,0.291225809,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.366499662,0.297044438,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.458408117,0.289150374,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.451893091,0.28969611,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.457201958,0.289251254,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.07703780477,2343835089,0.3,,,2633658,3.461684465,0.288876704,K80,custom4,0.1055794718,0.09168557646
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.893651247,0.345584148,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.894292831,0.345507541,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.823950052,0.354113912,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.893695116,0.345578909,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.893852234,0.345560146,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.88970089,0.346056578,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.796462297,0.357594666,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.888324022,0.346221543,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.885887146,0.346513897,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.891526937,0.345838037,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.813499928,0.35542919,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.885677814,0.346539033,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.1027507169,2915531621,0.3,,,3391034,2.878062248,0.347456001,K80,custom5,0.08251216605,0.1169904146
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.275221109,0.784177734,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.268373966,0.78841101,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.275852919,0.783789405,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.259142756,0.794191123,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.274915218,0.784365882,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.263232946,0.791619632,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.27523756,0.784167618,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.260091066,0.793593437,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.274992108,0.78431858,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.260757685,0.793173829,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.275763512,0.783844334,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.252214551,0.798585194,K80,shakemid,0.01495152169,0.439778797
0,4.113,0.430744489,10208089582,0.3,,,11661610,1.277028084,0.783068135,K80,shakemid,0.01495152169,0.439778797
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.46511078,0.057257009,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.19662857,0.058150933,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.10903358,0.058448655,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.03313065,0.058709113,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,16.69219208,0.059908249,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.09203911,0.05850677,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,16.72221756,0.059800681,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.27558136,0.057885172,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.33407211,0.057689849,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.60160637,0.056812996,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.43299484,0.05736249,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.32820511,0.057709382,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.01030535117,860117021,0.3,,,1063226,17.21022606,0.058104989,P100,custom1,0.7303966144,0.004378881836
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.59385967,0.068521969,P100,custom2,0.5750444426,0.008728453023
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.57462025,0.068612422,P100,custom2,0.5750444426,0.008728453023
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.20072269,0.070418951,P100,custom2,0.5750444426,0.008728453023
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.58305645,0.068572731,P100,custom2,0.5750444426,0.008728453023
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.77654266,0.067674829,P100,custom2,0.5750444426,0.008728453023
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.71612453,0.067952673,P100,custom2,0.5750444426,0.008728453023
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.61269665,0.068433638,P100,custom2,0.5750444426,0.008728453023
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.30917931,0.06988521,P100,custom2,0.5750444426,0.008728453023
1,9.526,0.02054172205,1087710757,0.3,,,1211194,14.33976746,0.069736138,P100,custom2,0.5750444426,0.008728453023
